text,label,anger,disgust,fear,joy,neutral,sadness,surprise,text_label,nuscore,depression_model_label,depression_score
15 minutes long if you don't sleep. If you sleep for a while.,0,0.018182188,0.052561801,0.008722763,0.003283693,0.809468329,0.102195255,0.005585952,NEGATIVE,0.9874684810638428,NEGATIVE,0.9874684810638428
"It's annoying, the pen spit it out",0,0.240231544,0.455966353,0.012039336,0.006623972,0.11713443,0.148301855,0.019702485,NEGATIVE,0.9996732473373413,NEGATIVE,0.9996732473373413
Indihouse why the hell,0,0.657281876,0.177108541,0.016871605,0.00282355,0.045887232,0.017299144,0.082727991,NEGATIVE,0.9972487092018127,NEGATIVE,0.9972487092018127
Namjoo said Naeun was scary the first time they met,0,0.000702185,0.000909396,0.991056681,0.001139349,0.002013489,0.001262207,0.002916641,POSITIVE,0.9913437366485596,POSITIVE,0.9913437366485596
uh! does anyone know the prais market for tae mots 7 ver 3 (as buy3r)? :(,0,0.01049547,0.012873221,0.005866025,0.021860044,0.265159905,0.235976592,0.447768748,NEGATIVE,0.9991722106933594,NEGATIVE,0.9991722106933594
"Come on, just speak Malay today",0,0.024186561,0.013537096,0.005671105,0.004914039,0.939684093,0.004481128,0.007526019,POSITIVE,0.9335275888442993,POSITIVE,0.9335275888442993
"As strong as a girl is patient, she will give up after a long time, if her patience is never appreciated at all.",0,0.088021889,0.072356813,0.014197424,0.010245275,0.715953827,0.097090557,0.002134205,POSITIVE,0.5281896591186523,POSITIVE,0.5281896591186523
"It's really strange, every time you enter a new circle, there are people who say they are not guarded, even though you just met, instead of giving a good impression, it makes people mentally down. No matter how joking you are, you can't match people's feelings.",0,0.034143165,0.183634773,0.017168611,0.005338596,0.171093121,0.00461038,0.584011316,NEGATIVE,0.9994990825653076,NEGATIVE,0.9994990825653076
wow 1.7 million..,0,0.002204303,0.001190319,0.001830067,0.005711916,0.009231159,0.003671417,0.976160824,POSITIVE,0.9994305968284607,POSITIVE,0.9994305968284607
Bismillah. Hopefully things will be made easierðŸ¤²ðŸ »,0,0.016304556,0.025770463,0.00524115,0.049377702,0.872760177,0.02471235,0.005833613,NEGATIVE,0.8551352024078369,NEGATIVE,0.8551352024078369
"If you're tired, you're bored just say it.",0,0.050799791,0.066638693,0.002653641,0.008552194,0.799032927,0.065263167,0.007059589,NEGATIVE,0.9995759129524231,NEGATIVE,0.9995759129524231
"It's okay to dream about buying a semicolon or not, you know it's really CB next month :)",0,0.032144152,0.039751001,0.021317227,0.071788535,0.814852953,0.011786459,0.008359724,POSITIVE,0.988721489906311,POSITIVE,0.988721489906311
Raya mood has kicked in,0,0.013431528,0.031183248,0.0042388,0.050868597,0.83903718,0.050618757,0.010621926,POSITIVE,0.9834064245223999,POSITIVE,0.9834064245223999
"2021-05-10 11:29:50..KOSPI: 3241.49 (â–²44.29, +1.39%).KOSDAQ: 989.68 (â–²11.38, +1.16%)",0,0.010062004,0.00223967,0.003555387,0.03256847,0.40605846,0.037895512,0.507620513,NEGATIVE,0.9375296235084534,NEGATIVE,0.9375296235084534
Ins bi weurone name fekk may lekk with thiou bou bien,0,0.004757176,0.003101756,0.00601181,0.062238131,0.859855115,0.032241978,0.031794008,NEGATIVE,0.9896700978279114,NEGATIVE,0.9896700978279114
Tears are the only way the eyes speak when lips can't explain what made me hurt #SadQuoteCaca,0,0.001783021,0.000438928,0.001777683,0.001413525,0.002358314,0.99057126,0.001657376,NEGATIVE,0.972255527973175,NEGATIVE,0.972255527973175
"Actually, I'm really lazy when I'm with my high school friends, including those who are in high school with me ™‚",0,0.033486288,0.09921886,0.005726486,0.011324025,0.408447444,0.428140372,0.013656539,NEGATIVE,0.9991770386695862,NEGATIVE,0.9991770386695862
Gile is so productive today.. you know he's already on vacation.. haha,0,0.007386027,0.003811723,0.000687354,0.734954238,0.132171765,0.048624802,0.072364122,POSITIVE,0.9995397329330444,POSITIVE,0.9995397329330444
"You are JCI, what is my self-esteem? How come down...",0,0.107761718,0.032107592,0.221693382,0.004117799,0.142059281,0.173301548,0.31895867,NEGATIVE,0.9985498785972595,NEGATIVE,0.9985498785972595
"I've just read domestic fluff and it's like WOW, VERY FUNNY, CRAZY",0,0.004232164,0.004792957,0.000905295,0.924409151,0.021270763,0.001575613,0.042814028,POSITIVE,0.9996622800827026,POSITIVE,0.9996622800827026
ehun and Kai often wear sleeveless shirts.,0,0.0084866,0.069559492,0.005140502,0.014494187,0.82367754,0.058678985,0.019962735,NEGATIVE,0.7770647406578064,NEGATIVE,0.7770647406578064
"I'm not the type to buy things to use or ask my bf for money. Usually I used my own money . But this year , I feel like When he is shopping for raya goods, even 2 things, I feel like cam â â€ ”¥â â€ ”¥â â € ”¥ðŸ¥ºðŸ¥ºðŸ¥º Thank youuu b! ️",0,0.017846368,0.008531052,0.005582057,0.825197279,0.115055919,0.011829714,0.015957585,NEGATIVE,0.9820646643638611,NEGATIVE,0.9820646643638611
can't wait,0,0.002932054,0.000513593,0.003579899,0.920481563,0.038553573,0.010425135,0.02351409,POSITIVE,0.9879590272903442,POSITIVE,0.9879590272903442
really sorry for the report dira.ðŸ™‚â â,0,0.002223348,0.002187325,0.002488134,0.001794208,0.002731188,0.985484421,0.003091313,NEGATIVE,0.999622106552124,NEGATIVE,0.999622106552124
âš”ï¸ aspires to have endless money,0,0.149818853,0.150419176,0.058166128,0.076104529,0.478427321,0.080866158,0.006197743,NEGATIVE,0.9898646473884583,NEGATIVE,0.9898646473884583
qye le paso al jyp,0,0.01024695,0.003069981,0.004368587,0.023121493,0.845640063,0.035240646,0.078312322,POSITIVE,0.6755551099777222,POSITIVE,0.6755551099777222
dog,0,0.198725387,0.138239682,0.055559564,0.008791385,0.492928207,0.081521608,0.024234181,POSITIVE,0.9778262376785278,POSITIVE,0.9778262376785278
MONDAY MORNING I HAVE BEEN HOLDING THE FEAR AHSHSHSHHSJ,0,0.054031268,0.017615443,0.498973399,0.005005566,0.227295339,0.188271001,0.008807953,NEGATIVE,0.9895686507225037,NEGATIVE,0.9895686507225037
#Fact_Yuri.Yuri is not good at Cooking.,0,0.0338534,0.011717359,0.014402644,0.002349704,0.052041072,0.864796758,0.020839095,NEGATIVE,0.9997919201850891,NEGATIVE,0.9997919201850891
"""Don't take your words back. Even if it will lead you to destruction. Because you are a man, and that is your ninja way. (Uzumaki Naruto)",0,0.551955283,0.053374909,0.092004687,0.002426308,0.286266059,0.010560878,0.003411864,POSITIVE,0.9145976305007935,POSITIVE,0.9145976305007935
"In the previous project, my uname is different, it's different use the old one or it's okay",0,0.019412216,0.023266511,0.004946323,0.023621133,0.91453898,0.008688248,0.005526543,POSITIVE,0.9971761703491211,POSITIVE,0.9971761703491211
Ella - sneeze.You - sad,0,0.001586123,0.003173811,0.000839926,0.002276482,0.016979221,0.96841073,0.006733744,NEGATIVE,0.9978912472724915,NEGATIVE,0.9978912472724915
"Yesterday, when I went to Jogja on a whim, I said that I wanted to go to Jogja, but I went online for 2 hours and didn't reply, it turned out that I came to Jogja and ended up playing Jogja together first",0,0.045435574,0.001848652,0.009784978,0.005828446,0.012215858,0.792554557,0.132331982,NEGATIVE,0.9801729321479797,NEGATIVE,0.9801729321479797
Still not clean? ️,0,0.042689014,0.035322368,0.030151283,0.003619762,0.374989003,0.109049052,0.404179484,NEGATIVE,0.999586284160614,NEGATIVE,0.999586284160614
sell various kinds of cheap shoes. quality and reliable. pin: 238df5df / 081212154409. testi check fav queenchoices,0,0.005743411,0.001266675,0.001294601,0.225236058,0.631699085,0.025249077,0.109511063,POSITIVE,0.9591259956359863,POSITIVE,0.9591259956359863
sell various kinds of cheap shoes. quality and reliable. pin: 238df5df / 081212154409. testi check fav queenchoices,0,0.005743411,0.001266675,0.001294601,0.225236058,0.631699085,0.025249077,0.109511063,POSITIVE,0.9591259956359863,POSITIVE,0.9591259956359863
"It's okay if I go to class, it's been half an hour already",0,0.0377157,0.047259178,0.028139463,0.034632381,0.826037407,0.020224886,0.005990955,POSITIVE,0.7262467741966248,POSITIVE,0.7262467741966248
Why doesn't anyone open a warteg at Goldfinch!?????,0,0.223598868,0.056412689,0.011894771,0.002572635,0.115278155,0.014841402,0.575401485,NEGATIVE,0.9995006322860718,NEGATIVE,0.9995006322860718
You can #cod at #lazada and #tokopedia guys...skuy check the link on the pin twit Kacaantiga Saudara #salamsatulangit,0,0.051048413,0.001063359,0.317734629,0.14998433,0.366825581,0.049085937,0.064257808,NEGATIVE,0.998380184173584,NEGATIVE,0.998380184173584
Anya is so beautiful,0,0.002875097,0.009212563,0.003570465,0.632903397,0.215675905,0.012272692,0.123489916,POSITIVE,0.9998852014541626,POSITIVE,0.9998852014541626
"I miss ituuu, it's been a long time since I've been on here",0,0.002481186,0.003693076,0.001764462,0.006998338,0.03286114,0.927444577,0.02475721,NEGATIVE,0.9929290413856506,NEGATIVE,0.9929290413856506
uniqlo collection ut jujutsu kaisen ???? uuhuh,0,0.009360628,0.002544918,0.010721504,0.024333648,0.379197478,0.020579496,0.553262353,NEGATIVE,0.9947468638420105,NEGATIVE,0.9947468638420105
Pat Benatar moment,0,0.01771516,0.016492909,0.156339139,0.141117215,0.265568852,0.012938565,0.389828175,POSITIVE,0.9863860607147217,POSITIVE,0.9863860607147217
$TRB 500$ soon,0,0.005330751,0.00160629,0.001914476,0.024843439,0.79386574,0.018557068,0.153882191,NEGATIVE,0.9428243637084961,NEGATIVE,0.9428243637084961
"hello moots, has anyone at home been sprayed with mosquitoes today? If there is, please reply hehe",0,0.033114437,0.020766476,0.021399621,0.003913067,0.822045445,0.053167462,0.045593422,NEGATIVE,0.9918652176856995,NEGATIVE,0.9918652176856995
Problems are not a sign to stop. It is a guide,0,0.014032196,0.007405726,0.013793768,0.00572665,0.94412601,0.007712014,0.007203605,POSITIVE,0.9976966977119446,POSITIVE,0.9976966977119446
Don't be a rainbow for color blind people.,0,0.021771625,0.053937983,0.013769271,0.00477808,0.866297483,0.026345797,0.013099794,NEGATIVE,0.9722163081169128,NEGATIVE,0.9722163081169128
"before the hot sauce mv comes outðŸŒ¶, let's be mutual first so we can slip togetherðŸ¤© esp nctzen wayzenni, if it's through rt/like, thankssâ",0,0.116094835,0.030482035,0.066315487,0.085976623,0.677629411,0.015889708,0.007611929,NEGATIVE,0.9823038578033447,NEGATIVE,0.9823038578033447
Tokobatik ADVERTISING C5 batik clothes are good_ JAteng,0,0.005571426,0.001919795,0.001024518,0.170652792,0.724841118,0.011125349,0.084864959,POSITIVE,0.9968187808990479,POSITIVE,0.9968187808990479
WHAT TO SAY TO DREAMIES?,0,0.058013886,0.033049636,0.037403636,0.00477672,0.770365119,0.01136644,0.085024618,POSITIVE,0.9966314435005188,POSITIVE,0.9966314435005188
ha ha ha i can't focus on my work ha ha,0,0.002698399,0.005113807,0.005412245,0.003054185,0.013294195,0.960144758,0.010282421,NEGATIVE,0.9961961507797241,NEGATIVE,0.9961961507797241
But why?,0,0.043401498,0.00986612,0.006716037,0.001928536,0.040685471,0.004623248,0.892779112,NEGATIVE,0.9950120449066162,NEGATIVE,0.9950120449066162
PromoYuk CHINO 140 K | JACKET JEANS 150 K | 135K DENIM SHIRT | DLL > Pin:27FC5E00 | HP:085659609995 < #advertising #promo #promoyuk,0,0.115541838,0.000842321,0.085705847,0.605910182,0.064138278,0.059656512,0.068205021,NEGATIVE,0.9658364057540894,NEGATIVE,0.9658364057540894
Strong women don't tell everyone their problems. He faced it with a smile & share hny with those who care.,0,0.036196522,0.013074019,0.001360464,0.619273424,0.310628951,0.011563892,0.007902745,POSITIVE,0.9994623064994812,POSITIVE,0.9994623064994812
Valid info...A1..Eid Al-Fitr falls on the red day...Merdeka 'ªðŸ‡®ðŸ‡©,0,0.037436351,0.015528349,0.113327987,0.008488593,0.103127398,0.673260689,0.048830625,NEGATIVE,0.97447669506073,NEGATIVE,0.97447669506073
"Later Lebaran will come to your house, yes, don't want to shake hands. Same with the candidate to replace Alberttt :)",0,0.012756269,0.018536737,0.932653904,0.005299207,0.02337683,0.004280213,0.003096841,NEGATIVE,0.9778746962547302,NEGATIVE,0.9778746962547302
Yesung= 'Love everything in this world' [bot],0,0.025517052,0.019751111,0.003016274,0.37490046,0.552251816,0.014353774,0.010209563,POSITIVE,0.9985986351966858,POSITIVE,0.9985986351966858
I'm hensem..#FawwazNuman,0,0.185409948,0.003079661,0.560567975,0.034927454,0.05198665,0.102538638,0.061489683,NEGATIVE,0.9519413113594055,NEGATIVE,0.9519413113594055
"Hurmmm it's ok, back to work on highway with my brothers to release stress",0,0.021481814,0.0109183,0.01359483,0.092460461,0.800941229,0.039344419,0.021258987,POSITIVE,0.9989883303642273,POSITIVE,0.9989883303642273
"Stupid.. Detectives are humans too, not God who knows everything - Shinichi",0,0.666425467,0.156765595,0.004451307,0.001516193,0.142362118,0.01894331,0.009536013,NEGATIVE,0.9996029734611511,NEGATIVE,0.9996029734611511
Hopefully support will always come to GusIpul_ID .because he really should lead this East Java..#KabehSedulurKabehMakmur.#GusIpulPutiWin.#GusIpulMbakPuti.#Jatim2KabehSedulur,0,0.046581689,0.000970906,0.81236738,0.057005551,0.023549419,0.038020428,0.021504724,POSITIVE,0.8604249358177185,POSITIVE,0.8604249358177185
Mlq maldito cr kkkk,0,0.008134569,0.006825387,0.013022225,0.049670633,0.766206622,0.130869985,0.025270522,NEGATIVE,0.9971215128898621,NEGATIVE,0.9971215128898621
Favorite subject at school: rest. favorite job at the office: payday. Dirmh's favorite activity: thinking about you,0,0.004246525,0.001916095,0.001592081,0.85641253,0.066862613,0.015011604,0.053958584,POSITIVE,0.9982724189758301,POSITIVE,0.9982724189758301
"Love your mother, surely you can get heaven.",0,0.044613719,0.017918717,0.003025035,0.530502796,0.239899337,0.147065625,0.016974771,POSITIVE,0.9997280240058899,POSITIVE,0.9997280240058899
About #Pramuka PemersatuPerbedaan. Let's follow SCOUTMOVEMENTID.-. Humanitarian Donation for Bank DKI Accounts. 33123003765 ​​an Muhammad rahmat rama,0,0.028107835,0.002422326,0.220217258,0.031921923,0.635450423,0.025174282,0.056705993,NEGATIVE,0.9840725064277649,NEGATIVE,0.9840725064277649
NEYO IS BLASIAN?,0,0.010281445,0.00525501,0.002850681,0.003396369,0.712139308,0.005515546,0.260561645,NEGATIVE,0.9977776408195496,NEGATIVE,0.9977776408195496
WIYH RUNAWAY FAYEJRS AND MOTHERS QHO DRANK,0,0.012811443,0.00485998,0.001885208,0.019578019,0.795820594,0.01386516,0.151179552,NEGATIVE,0.9135316014289856,NEGATIVE,0.9135316014289856
Gabut uyy,0,0.01861098,0.015729155,0.00649341,0.016683001,0.839128494,0.02609653,0.077258438,NEGATIVE,0.9640195369720459,NEGATIVE,0.9640195369720459
I CAN'T SAVE SOMETHING Smells of RP,0,0.11585173,0.336967349,0.024680322,0.00414618,0.398524374,0.067428544,0.052401468,NEGATIVE,0.9957371950149536,NEGATIVE,0.9957371950149536
"JUAL ORIGINAL IPHONE USB CABLE ONLY 100RB LINE : gkl0838m / WA : 087889858171 , IG : IBOXSELL",0,0.004992879,0.001253754,0.001188278,0.01326214,0.889628887,0.013233889,0.07644017,NEGATIVE,0.9943781495094299,NEGATIVE,0.9943781495094299
"People who love their partner too much. As a result, after breaking up will leave a very deep scar.",0,0.012244985,0.112115227,0.006464546,0.006217744,0.216392159,0.641975284,0.004590067,NEGATIVE,0.9882069230079651,NEGATIVE,0.9882069230079651
I swear I haven't bought Eid clothes yet,0,0.01892845,0.068970472,0.007995522,0.006878121,0.265884727,0.132708445,0.498634279,NEGATIVE,0.9964812994003296,NEGATIVE,0.9964812994003296
"Soon we will enter Eid al-Fitr, we all have to forgive each other... If you love each other, I'm sure you don't want to.",0,0.033493269,0.096161462,0.005919151,0.02268545,0.444917411,0.384038985,0.012784271,POSITIVE,0.9860162138938904,POSITIVE,0.9860162138938904
Hello minna-san!,0,0.013244726,0.002354783,0.002555797,0.510869145,0.271391183,0.010798221,0.188786119,POSITIVE,0.9984222650527954,POSITIVE,0.9984222650527954
don't forget to rest,0,0.005351121,0.009419042,0.004036937,0.015286722,0.628663003,0.325068474,0.012174798,POSITIVE,0.9990947246551514,POSITIVE,0.9990947246551514
like filling water into a leaky tub,0,0.421574175,0.368777484,0.049493868,0.003525751,0.067658558,0.057928275,0.031041898,NEGATIVE,0.9943884015083313,NEGATIVE,0.9943884015083313
it's okay = it's okay what? Can you think?,0,0.575565219,0.091406286,0.015964953,0.104191579,0.16684854,0.015252123,0.030771278,POSITIVE,0.9970362186431885,POSITIVE,0.9970362186431885
Tired eh tired,0,0.008496312,0.008045823,0.004538571,0.010199722,0.128287688,0.811235785,0.029196115,NEGATIVE,0.9996844530105591,NEGATIVE,0.9996844530105591
VERY PROUD OF DREAMIES,0,0.419589937,0.381623119,0.009334876,0.005374821,0.150982559,0.020103231,0.012991454,POSITIVE,0.9998763799667358,POSITIVE,0.9998763799667358
"O Allah, bring a face full of light, a calm heart and the best deeds for those who read this tweet, ameen..",0,0.015174839,0.014284988,0.004420941,0.240029559,0.67597872,0.041016854,0.009094145,POSITIVE,0.9998142123222351,POSITIVE,0.9998142123222351
hi what's up,0,0.010995706,0.002390694,0.003269086,0.01600603,0.194861248,0.027366467,0.74511081,POSITIVE,0.9992515444755554,POSITIVE,0.9992515444755554
"Those who haven't bought the 2nd album chibi, hurry up and buy it :D If you live outside the city, just buy it online :D",0,0.029091502,0.00393164,0.006987017,0.022817258,0.872808397,0.017788576,0.046575554,POSITIVE,0.7387497425079346,POSITIVE,0.7387497425079346
"WHAT IS EXPERT? THAT'S A SMALL GIRL HA HA HIK HIK AT MALL MALL, AND MANY, IS THAT EXPERT? EXPERTS WHY ARE WOMEN STILL CHILDREN? & A LOT OF ALSO, DON'T NEED TO CHOOSE",0,0.037597511,0.015993884,0.007414079,0.014154846,0.602510691,0.012047892,0.310281098,NEGATIVE,0.9239062070846558,NEGATIVE,0.9239062070846558
